id,origin_x,origin_y,dest_x,dest_y
1,30.25010755222667,2.7502931836911926,31.39537928525144,11.024951761715075
2,25.904925124490397,0.31782679481783593,22.326608933907394,16.020187290499805
3,27.160196129224033,17.01324973590236,12.204406220406966,35.89265683875909
4,7.588073671297673,1.5965931637689013,13.40250516517992,31.554794998117817
5,21.022102765198486,23.799273006373372,38.4749436634746,26.03726031366891
6,17.29731786693818,5.362280914547007,0.7880019807845817,32.93178281407093
7,35.77352145256762,27.045718362149234,16.6126331856771,7.730683407886919
8,28.553177210151468,8.664836667552697,2.779736031100921,36.356844442644004
9,31.62654097156085,23.552707002275216,7.018203134585513,26.835476655366673
10,26.091310056669883,1.7113864819809699,31.634024937619284,13.794554417576478
11,36.84614250989875,18.428519201898098,12.290480719641044,0.3210024390403776
12,24.01164787022329,20.661886052115474,26.5543866529488,13.956319010606641
13,21.428715904420628,31.39630319525506,7.470138116522579,24.284338272945796
14,3.6199644371361095,39.97325777989161,5.095262936764645,10.909094121737938
15,18.61102909666666,1.5284131934826106,17.92079364362964,14.221599667996841
16,23.847673116745,5.958884283611281,25.29114345099137,39.71078377613618
17,6.8028341025651855,1.1455174298368664,7.685987326574459,23.40175473031045
18,14.34765250669105,24.537237063292064,9.718880988701143,27.619621990520645
19,38.70518569836767,2.9844479144863287,21.52839268549635,17.625108000751514
20,5.98944584460229,4.886057080289479,39.29098616264617,8.787218778231843
21,12.394523103380589,22.408715924472332,20.85653452067879,4.8599046331661375
22,29.779844936773344,5.327061695295157,1.283914644997628,14.752823780987313
23,12.65056628940059,18.724330410852573,19.643629060074552,39.28913493002177
24,27.129489728191217,13.989922999974292,34.38100083914504,25.175758410355904
25,32.47905613666008,0.6402589632634492,5.883087184572333,2.30114732596577
26,30.071908389850936,17.07840946548454,12.289417838111543,9.054200130061279
27,20.708573498886533,22.38004634368995,32.14236807370439,31.323118487250248
28,32.429972423957246,34.72972942944594,11.904099143618778,30.969308142288234
29,13.542975665895538,34.11102276049738,16.733645472933016,9.841652113659661
30,30.606126740770137,7.282135884411827,31.91590072141654,15.362857539103445
31,4.218816398344042,12.785451446669406,38.744859540705804,10.753848883742894
